station1,station2,distance
Aberdeen St & Jackson Blvd,Ashland Ave & Armitage Ave,3.665
Aberdeen St & Jackson Blvd,Wabash Ave & Roosevelt Rd,2.238
Aberdeen St & Jackson Blvd,Dayton St & North Ave,3.844
Aberdeen St & Jackson Blvd,Wood St & Milwaukee Ave,3.144
Aberdeen St & Jackson Blvd,McCormick Place,4.814
Aberdeen St & Jackson Blvd,Clinton St & Lake St,1.384
Aberdeen St & Jackson Blvd,Sheffield Ave & Fullerton Ave,3.94
Aberdeen St & Jackson Blvd,Clinton St & Tilden St,0.989
Aberdeen St & Jackson Blvd,Damen Ave & Pierce Ave,3.691
Aberdeen St & Jackson Blvd,Morgan St & Lake St,1.173
Aberdeen St & Jackson Blvd,State St & 16th St,2.663
Aberdeen St & Jackson Blvd,Jefferson St & Monroe St,0.982
Aberdeen St & Jackson Blvd,Kingsbury St & Erie St,1.879
Aberdeen St & Jackson Blvd,Canal St & Jackson Blvd,0.763
Aberdeen St & Jackson Blvd,Lake Shore Dr & Monroe St,2.113
Aberdeen St & Jackson Blvd,Clinton St & Madison St,1.138
Aberdeen St & Jackson Blvd,Aberdeen St & Madison St,0.265
Aberdeen St & Jackson Blvd,Daley Center Plaza,2.194
Aberdeen St & Jackson Blvd,Green St & Milwaukee Ave,1.403
Aberdeen St & Jackson Blvd,Michigan Ave & Oak St,5.024
Aberdeen St & Jackson Blvd,Eckhart Park,2.125
Aberdeen St & Jackson Blvd,Racine Ave & Fullerton Ave,4.738
Aberdeen St & Jackson Blvd,May St & Randolph St,0.754
Aberdeen St & Jackson Blvd,Millennium Park,1.767
Aberdeen St & Jackson Blvd,Clinton St & Washington Blvd,1.342
Aberdeen St & Jackson Blvd,Carpenter St & Huron St,1.752
Aberdeen St & Jackson Blvd,Sheffield Ave & Willow St,3.855
Aberdeen St & Jackson Blvd,Lincoln Ave & Armitage Ave,4.442
Aberdeen St & Jackson Blvd,Museum Campus,2.706
Aberdeen St & Jackson Blvd,LaSalle St & Washington St,1.535
Aberdeen St & Jackson Blvd,Lake Shore Dr & Ohio St,3.418
Aberdeen St & Jackson Blvd,Orleans St & Merchandise Mart Plaza,1.646
Aberdeen St & Jackson Blvd,State St & Pearson St,3.095
Aberdeen St & Jackson Blvd,Halsted St & Polk St,0.834
Aberdeen St & Jackson Blvd,State St & Erie St,2.806
Aberdeen St & Jackson Blvd,Sedgwick St & Huron St,2.492
Aberdeen St & Jackson Blvd,Green St & Randolph St,0.917
Aberdeen St & Jackson Blvd,Bissell St & Armitage Ave,3.382
Aberdeen St & Jackson Blvd,Sheffield Ave & Addison St,6.502
Aberdeen St & Jackson Blvd,Sheffield Ave & Wellington Ave,5.741
Aberdeen St & Jackson Blvd,Western Ave & Winnebago Ave,4.098
Aberdeen St & Jackson Blvd,Wilton Ave & Belmont Ave,6.274
Aberdeen St & Jackson Blvd,Sedgwick St & North Ave,3.206
Aberdeen St & Jackson Blvd,Ashland Ave & Lake St,1.188
Aberdeen St & Jackson Blvd,Wentworth Ave & Archer Ave,2.789
Aberdeen St & Jackson Blvd,Blackstone Ave & Hyde Park Blvd,7.893
Aberdeen St & Jackson Blvd,Congress Pkwy & Ogden Ave,1.141
Aberdeen St & Jackson Blvd,California Ave & Milwaukee Ave,4.769
Aberdeen St & Jackson Blvd,Damen Ave & Cullerton St,2.718
Aberdeen St & Jackson Blvd,Clark St & North Ave,4.029
Aberdeen St & Jackson Blvd,Lincoln Ave & Fullerton Ave,3.714
Aberdeen St & Jackson Blvd,Damen Ave & Chicago Ave,2.407
Aberdeen St & Jackson Blvd,Blue Island Ave & 18th St,2.248
Aberdeen St & Jackson Blvd,Damen Ave & Division St,3.237
Aberdeen St & Jackson Blvd,Lincoln Ave & Belmont Ave,5.252
Aberdeen St & Jackson Blvd,Wentworth Ave & 24th St,3.129
Aberdeen St & Jackson Blvd,Peoria St & Jackson Blvd,0.279
Aberdeen St & Jackson Blvd,Halsted St & 21st St,2.062
Aberdeen St & Jackson Blvd,Racine Ave & 13th St,1.78
Aberdeen St & Jackson Blvd,Morgan Ave & 14th Pl,1.693
Aberdeen St & Jackson Blvd,Clybourn Ave & Division St,2.678
Aberdeen St & Jackson Blvd,Dearborn Pkwy & Delaware Pl,3.093
Aberdeen St & Jackson Blvd,Clark St & Lincoln Ave,4.132
Aberdeen St & Jackson Blvd,Sedgwick St & Webster Ave,4.617
Aberdeen St & Jackson Blvd,Larrabee St & Webster Ave,3.662
Aberdeen St & Jackson Blvd,Loomis St & Jackson Blvd,0.546
Aberdeen St & Jackson Blvd,Indiana Ave & 26th St,3.875
Aberdeen St & Jackson Blvd,State St & 33rd St,4.699
Aberdeen St & Jackson Blvd,Calumet Ave & 33rd St,5.434
Aberdeen St & Jackson Blvd,Fort Dearborn Dr & 31st St,4.69
Aberdeen St & Jackson Blvd,Lincoln Ave & Diversey Pkwy,5.24
Aberdeen St & Jackson Blvd,Southport Ave & Wellington Ave,5.602
Aberdeen St & Jackson Blvd,Southport Ave & Belmont Ave,5.495
Aberdeen St & Jackson Blvd,Clark St & Wellington Ave,4.516
Aberdeen St & Jackson Blvd,Lake Shore Dr & Wellington Ave,5.068
Aberdeen St & Jackson Blvd,Milwaukee Ave & Wabansia Ave,3.705
Aberdeen St & Jackson Blvd,Claremont Ave & Hirsch St,4.064
Aberdeen St & Jackson Blvd,Campbell Ave & North Ave,4.091
Aberdeen St & Jackson Blvd,Damen Ave & Wellington Ave,5.187
Aberdeen St & Jackson Blvd,Paulina St & Diversey Pkwy,4.885
Aberdeen St & Jackson Blvd,Franklin St & Lake St,1.514
Aberdeen St & Jackson Blvd,Clark St & Waveland Ave,6.517
Aberdeen St & Jackson Blvd,Ashland Ave & Wrightwood Ave,4.487
Aberdeen St & Jackson Blvd,Damen Ave & Coulter St,2.998
Aberdeen St & Jackson Blvd,Michigan Ave & 14th St,2.556
Aberdeen St & Jackson Blvd,Canal St & Harrison St,1.039
Aberdeen St & Jackson Blvd,Clinton St & 18th St,2.638
Aberdeen St & Jackson Blvd,May St & Cullerton St,2.344
Aberdeen St & Jackson Blvd,Mies van der Rohe Way & Chicago Ave,3.348
Aberdeen St & Jackson Blvd,Canal St & Madison St,1.064
Aberdeen St & Jackson Blvd,Wells St & Polk St,1.416
Aberdeen St & Jackson Blvd,Clark St & Elm St,3.551
Aberdeen St & Jackson Blvd,Theater on the Lake,5.274
Aberdeen St & Jackson Blvd,State St & 19th St,2.851
Aberdeen St & Jackson Blvd,Martin Luther King Dr & Oakwood Blvd,6.026
Aberdeen St & Jackson Blvd,LaSalle St & Illinois St,2.03
Aberdeen St & Jackson Blvd,Damen Ave & Augusta Blvd,2.68
Aberdeen St & Jackson Blvd,State St & 35th St,4.897
Aberdeen St & Jackson Blvd,Stave St & Armitage Ave,4.352
Aberdeen St & Jackson Blvd,Ogden Ave & Race Ave,1.983
Aberdeen St & Jackson Blvd,Greenview Ave & Fullerton Ave,4.353
Aberdeen St & Jackson Blvd,Southport Ave & Wrightwood Ave,4.73
Aberdeen St & Jackson Blvd,Canal St & Monroe St,0.967
Aberdeen St & Jackson Blvd,Canal St & Adams St,0.892
Aberdeen St & Jackson Blvd,State St & 29th St,3.916
Aberdeen St & Jackson Blvd,State St & Wacker Dr,1.947
Aberdeen St & Jackson Blvd,Columbus Dr & Randolph St,2.507
Aberdeen St & Jackson Blvd,Cityfront Plaza & N Water St,2.522
Aberdeen St & Jackson Blvd,Michigan Ave & Madison St,1.878
Aberdeen St & Jackson Blvd,Halsted St & Madison St,0.63
Aberdeen St & Jackson Blvd,Wabash Ave & Grand Ave,2.996
Aberdeen St & Jackson Blvd,King Dr & 47th St,7.058
Aberdeen St & Jackson Blvd,Indiana Ave & 40th St,6.519
Aberdeen St & Jackson Blvd,Halsted St & 18th St,1.821
Aberdeen St & Jackson Blvd,Western Ave & 21st St,3.302
Aberdeen St & Jackson Blvd,Prairie Ave & Garfield Blvd,7.91
Aberdeen St & Jackson Blvd,Paulina St & 18th St,2.149
Aberdeen St & Jackson Blvd,Halsted St & Archer Ave,2.532
Aberdeen St & Jackson Blvd,Emerald Ave & 28th St,2.828
Aberdeen St & Jackson Blvd,Ashland Ave & 21st St,2.285
Aberdeen St & Jackson Blvd,Normal Ave & Archer Ave,2.812
Aberdeen St & Jackson Blvd,Ashland Ave & Division St,2.765
Aberdeen St & Jackson Blvd,St Clair St & Erie St,3.129
Aberdeen St & Jackson Blvd,Wells St & Ohio St,2.422
Aberdeen St & Jackson Blvd,Leavitt St & North Ave,3.716
Aberdeen St & Jackson Blvd,Damen Ave & Grand Ave,2.094
Aberdeen St & Jackson Blvd,Damen Ave & Madison St,1.592
Aberdeen St & Jackson Blvd,California Ave & Division St,4.136
Aberdeen St & Jackson Blvd,May St & Fulton St,0.959
Aberdeen St & Jackson Blvd,Wells St & 19th St,2.765
Aberdeen St & Jackson Blvd,Damen Ave & Cortland Ave,4.168
Aberdeen St & Jackson Blvd,Hampden Ct & Diversey Pkwy,4.531
Aberdeen St & Jackson Blvd,Milwaukee Ave & Rockwell St,4.495
Aberdeen St & Jackson Blvd,Clifton Ave & Armitage Ave,3.496
Aberdeen St & Jackson Blvd,Halsted St & Willow St,2.896
Aberdeen St & Jackson Blvd,Halsted St & Dickens Ave,3.312
Aberdeen St & Jackson Blvd,Racine Ave & Belmont Ave,5.729
Aberdeen St & Jackson Blvd,Southport Ave & Waveland Ave,6.053
Aberdeen St & Jackson Blvd,Damen Ave & Melrose Ave,5.395
Aberdeen St & Jackson Blvd,Southport Ave & Roscoe St,5.752
Aberdeen St & Jackson Blvd,Lincoln Ave & Roscoe St,5.597
Aberdeen St & Jackson Blvd,Sheridan Rd & Montrose Ave,7.476
Aberdeen St & Jackson Blvd,Pine Grove Ave & Addison St,5.409
Aberdeen St & Jackson Blvd,Sangamon St & Washington Blvd,0.555
Aberdeen St & Jackson Blvd,Clark St & Montrose Ave,6.905
Aberdeen St & Jackson Blvd,Sedgwick St & Schiller St,2.931
Aberdeen St & Jackson Blvd,Martin Luther King Dr & 29th St,4.934
Aberdeen St & Jackson Blvd,Ravenswood Ave & Montrose Ave,6.996
Aberdeen St & Jackson Blvd,Western Ave & Leland Ave,7.474
Aberdeen St & Jackson Blvd,Sheridan Rd & Irving Park Rd,6.99
Aberdeen St & Jackson Blvd,Morgan St & Polk St,1.328
Aberdeen St & Jackson Blvd,Damen Ave & Leland Ave,7.227
Aberdeen St & Jackson Blvd,Lincoln Ave & Leavitt St,7.173
Aberdeen St & Jackson Blvd,Ravenswood Ave & Irving Park Rd,6.519
Aberdeen St & Jackson Blvd,Clarendon Ave & Junior Ter,7.81
Aberdeen St & Jackson Blvd,Ashland Ave & Belle Plaine Ave,6.373
Aberdeen St & Jackson Blvd,Shore Drive & 55th St,8.344
Aberdeen St & Jackson Blvd,Woodlawn Ave & 55th St,8.226
Aberdeen St & Jackson Blvd,Montrose Harbor,8.36
Aberdeen St & Jackson Blvd,Ashland Ave & Wellington Ave,5.296
Aberdeen St & Jackson Blvd,Clarendon Ave & Leland Ave,8.319
Aberdeen St & Jackson Blvd,Greenwood Ave & 47th St,7.372
Aberdeen St & Jackson Blvd,Clifton Ave & Lawrence Ave,7.915
Aberdeen St & Jackson Blvd,Pine Grove Ave & Irving Park Rd,7.333
Aberdeen St & Jackson Blvd,Indiana Ave & Roosevelt Rd,2.434
Aberdeen St & Jackson Blvd,Broadway & Sheridan Rd,5.583
Aberdeen St & Jackson Blvd,Lincoln Ave & Waveland Ave,5.957
Aberdeen St & Jackson Blvd,Logan Blvd & Elston Ave,5.008
Aberdeen St & Jackson Blvd,California Ave & Francis Pl,4.718
Aberdeen St & Jackson Blvd,Kedzie Ave & Milwaukee Ave,5.492
Aberdeen St & Jackson Blvd,Hermitage Ave & Polk St,1.22
Aberdeen St & Jackson Blvd,Halsted St & 37th St,3.919
Aberdeen St & Jackson Blvd,Rhodes Ave & 32nd St,5.014
Aberdeen St & Jackson Blvd,Stetson Ave & South Water St,2.534
Aberdeen St & Jackson Blvd,Cottage Grove Ave & Oakwood Blvd,6.081
Aberdeen St & Jackson Blvd,Lake Park Ave & 47th St,7.041
Aberdeen St & Jackson Blvd,Lake Shore Dr & North Blvd,4.286
Aberdeen St & Jackson Blvd,Cottage Grove Ave & 43rd St,6.531
Aberdeen St & Jackson Blvd,Indiana Ave & 31st St,4.688
Aberdeen St & Jackson Blvd,Michigan Ave & 18th St,2.983
Aberdeen St & Jackson Blvd,Racine Ave & 15th St,2.036
Aberdeen St & Jackson Blvd,Ashland Ave & 13th St,1.494
Aberdeen St & Jackson Blvd,California Ave & North Ave,4.469
Aberdeen St & Jackson Blvd,Ashland Ave & Grand Ave,1.588
Aberdeen St & Jackson Blvd,Wallace Ave & 35th St,5.172
Aberdeen St & Jackson Blvd,Halsted St & 35th St,3.711
Aberdeen St & Jackson Blvd,Morgan St & 31st St,3.415
Aberdeen St & Jackson Blvd,Western Ave & 24th St,3.68
Aberdeen St & Jackson Blvd,Halsted St & Maxwell St,1.315
Aberdeen St & Jackson Blvd,LaSalle St & Jackson Blvd,1.174
Aberdeen St & Jackson Blvd,Michigan Ave & Jackson Blvd,1.971
Aberdeen St & Jackson Blvd,Wood St & Grand Ave,1.826
Aberdeen St & Jackson Blvd,Franklin St & Quincy St,1.072
Aberdeen St & Jackson Blvd,Franklin St & Arcade Pl,1.217
Aberdeen St & Jackson Blvd,Larrabee St & Armitage Ave,3.402
Aberdeen St & Jackson Blvd,Wells St & Concord Ln,3.942
Aberdeen St & Jackson Blvd,Kedzie Ave & Palmer Ct,5.575
Aberdeen St & Jackson Blvd,Wells St & Evergreen Ave,3.88
Aberdeen St & Jackson Blvd,Southport Ave & Clark St,6.883
Aberdeen St & Jackson Blvd,Broadway & Wilson Ave,7.535
Aberdeen St & Jackson Blvd,Broadway & Berwyn Ave,8.391
Aberdeen St & Jackson Blvd,Broadway & Argyle St,8.019
Aberdeen St & Jackson Blvd,Broadway & Belmont Ave,4.878
Aberdeen St & Jackson Blvd,Paulina St & Montrose Ave,6.856
Aberdeen St & Jackson Blvd,Lincoln Ave & Belle Plaine Ave,6.534
Aberdeen St & Jackson Blvd,Halsted St & Roscoe St,5.344
Aberdeen St & Jackson Blvd,Broadway & Barry Ave,4.745
Aberdeen St & Jackson Blvd,Clark St & Schiller St,3.641
Aberdeen St & Jackson Blvd,Sheffield Ave & Wrightwood Ave,4.053
Aberdeen St & Jackson Blvd,Broadway & Cornelia Ave,5.237
Aberdeen St & Jackson Blvd,Halsted St & Waveland Ave,5.329
Aberdeen St & Jackson Blvd,Western Ave & Division St,3.611
Aberdeen St & Jackson Blvd,Sheridan Rd & Buena Ave,7.273
Aberdeen St & Jackson Blvd,Southport Ave & Clybourn Ave,4.289
Aberdeen St & Jackson Blvd,Seeley Ave & Roscoe St,5.652
Aberdeen St & Jackson Blvd,Leavitt St & Armitage Ave,4.295
Aberdeen St & Jackson Blvd,Damen Ave & Charleston St,4.343
Aberdeen St & Jackson Blvd,Lincoln Ave & Eastwood Ave,7.584
Aberdeen St & Jackson Blvd,Clarendon Ave & Gordon Ter,7.858
Aberdeen St & Jackson Blvd,Lakeview Ave & Fullerton Pkwy,4.192
Aberdeen St & Jackson Blvd,Ravenswood Ave & Berteau Ave,6.723
Aberdeen St & Jackson Blvd,Leavitt St & Hirsch St,3.979
Aberdeen St & Jackson Blvd,Damen Ave & Sunnyside Ave,6.976
Aberdeen St & Jackson Blvd,Wood St & Taylor St,1.447
Aberdeen St & Jackson Blvd,Southport Ave & Irving Park Rd,6.494
Aberdeen St & Jackson Blvd,Greenview Ave & Diversey Pkwy,4.854
Aberdeen St & Jackson Blvd,Loomis St & Lexington St,0.781
Aberdeen St & Jackson Blvd,Wabash Ave & 8th St,1.844
Aberdeen St & Jackson Blvd,Kimbark Ave & 53rd St,8.426
Aberdeen St & Jackson Blvd,Sheridan Rd & Lawrence Ave,8.025
Aberdeen St & Jackson Blvd,Stockton Dr & Wrightwood Ave,4.786
Aberdeen St & Jackson Blvd,Clark St & Winnemac Ave,7.619
Aberdeen St & Jackson Blvd,Clark St & Leland Ave,7.218
Aberdeen St & Jackson Blvd,Sheffield Ave & Webster Ave,3.687
Aberdeen St & Jackson Blvd,Ellis Ave & 58th St,9.788
Aberdeen St & Jackson Blvd,Lake Shore Dr & Diversey Pkwy,4.987
Aberdeen St & Jackson Blvd,Lincoln Ave & Addison St,5.737
Aberdeen St & Jackson Blvd,Halsted St & Blackhawk St,2.527
Aberdeen St & Jackson Blvd,Halsted St & Diversey Pkwy,4.228
Aberdeen St & Jackson Blvd,Ashland Ave & Blackhawk St,2.988
Aberdeen St & Jackson Blvd,Lake Shore Dr & Belmont Ave,5.295
Aberdeen St & Jackson Blvd,Calumet Ave & 35th St,5.367
Aberdeen St & Jackson Blvd,Cottage Grove Ave & 47th St,7.551
Aberdeen St & Jackson Blvd,Clark St & Chicago Ave,2.87
Aberdeen St & Jackson Blvd,Calumet Ave & 18th St,3.212
Aberdeen St & Jackson Blvd,Emerald Ave & 31st St,3.206
Aberdeen St & Jackson Blvd,Clark St & Wrightwood Ave,4.427
Aberdeen St & Jackson Blvd,Adler Planetarium,3.377
Aberdeen St & Jackson Blvd,Wolcott Ave & Polk St,1.73
Aberdeen St & Jackson Blvd,Racine Ave & Wrightwood Ave,4.991
Aberdeen St & Jackson Blvd,Wolcott Ave & Lawrence Ave,7.609
Aberdeen St & Jackson Blvd,Lake Park Ave & 56th St,8.838
Aberdeen St & Jackson Blvd,Ada St & Washington Blvd,1.096
Aberdeen St & Jackson Blvd,Ashland Ave & Grace St,5.994
Aberdeen St & Jackson Blvd,California Ave & 21st St,3.14
Aberdeen St & Jackson Blvd,Halsted St & Wrightwood Ave,3.938
Aberdeen St & Jackson Blvd,Ashland Ave & Chicago Ave,1.935
Aberdeen St & Jackson Blvd,Cottage Grove Ave & 51st St,8.032
May St & Taylor St,State St & Harrison St,2.07
May St & Taylor St,Wilton Ave & Diversey Pkwy,6.225
May St & Taylor St,Morgan St & 18th St,1.454
May St & Taylor St,Racine Ave & 18th St,0.843
May St & Taylor St,Wood St & North Ave,4.172
May St & Taylor St,Wood St & Division St,3.191
May St & Taylor St,Sheffield Ave & Kingsbury St,4.417
May St & Taylor St,Orleans St & Elm St,3.675
May St & Taylor St,Michigan Ave & Pearson St,3.986
May St & Taylor St,McClurg Ct & Illinois St,3.467
May St & Taylor St,Noble St & Milwaukee Ave,3.148
May St & Taylor St,Racine Ave & Congress Pkwy,0.697
May St & Taylor St,State St & Van Buren St,2.293
May St & Taylor St,Streeter Dr & Illinois St,3.73
May St & Taylor St,Wabash Ave & Cermak Rd,2.671
May St & Taylor St,Michigan Ave & Washington St,3.115
May St & Taylor St,State St & Randolph St,2.743
May St & Taylor St,Michigan Ave & Congress Pkwy,2.685
May St & Taylor St,Wells St & Walton St,3.617
May St & Taylor St,State St & Kinzie St,2.797
May St & Taylor St,Michigan Ave & Lake St,2.987
May St & Taylor St,Wells St & Erie St,3.218
May St & Taylor St,Ogden Ave & Chicago Ave,2.634
May St & Taylor St,Wabash Ave & Roosevelt Rd,1.706
May St & Taylor St,Wood St & Milwaukee Ave,3.828
May St & Taylor St,McCormick Place,3.764
May St & Taylor St,Sheffield Ave & Fullerton Ave,5.668
May St & Taylor St,Morgan St & Lake St,2.04
May St & Taylor St,State St & 16th St,2.131
May St & Taylor St,Michigan Ave & Oak St,5.708
May St & Taylor St,Racine Ave & Fullerton Ave,5.422
May St & Taylor St,Millennium Park,2.727
May St & Taylor St,Sheffield Ave & Willow St,4.539
May St & Taylor St,Museum Campus,2.174
May St & Taylor St,Orleans St & Merchandise Mart Plaza,2.329
May St & Taylor St,State St & Pearson St,3.779
May St & Taylor St,State St & Erie St,3.49
May St & Taylor St,Sedgwick St & Huron St,3.176
May St & Taylor St,Sheffield Ave & Addison St,7.185
May St & Taylor St,Sheffield Ave & Wellington Ave,6.425
May St & Taylor St,Western Ave & Winnebago Ave,4.782
May St & Taylor St,Wilton Ave & Belmont Ave,6.958
May St & Taylor St,Sedgwick St & North Ave,5.104
May St & Taylor St,Wentworth Ave & Archer Ave,2.697
May St & Taylor St,Wentworth Ave & 24th St,2.611
May St & Taylor St,Peoria St & Jackson Blvd,1.042
May St & Taylor St,Racine Ave & 13th St,0.373
May St & Taylor St,Morgan Ave & 14th Pl,0.83
May St & Taylor St,Sedgwick St & Webster Ave,5.301
May St & Taylor St,State St & 33rd St,3.649
May St & Taylor St,Southport Ave & Wellington Ave,6.286
May St & Taylor St,Southport Ave & Belmont Ave,6.179
May St & Taylor St,Milwaukee Ave & Wabansia Ave,4.389
May St & Taylor St,Paulina St & Diversey Pkwy,5.569
May St & Taylor St,Michigan Ave & 14th St,2.024
May St & Taylor St,Mies van der Rohe Way & Chicago Ave,4.032
May St & Taylor St,Wells St & Polk St,1.601
May St & Taylor St,Theater on the Lake,6.506
May St & Taylor St,State St & 19th St,2.319
May St & Taylor St,State St & 35th St,3.847
May St & Taylor St,Stave St & Armitage Ave,5.035
May St & Taylor St,Ogden Ave & Race Ave,2.268
May St & Taylor St,Southport Ave & Wrightwood Ave,5.414
May St & Taylor St,State St & 29th St,3.385
May St & Taylor St,State St & Wacker Dr,2.631
May St & Taylor St,Michigan Ave & Madison St,2.838
May St & Taylor St,Wabash Ave & Grand Ave,3.68
May St & Taylor St,Western Ave & 21st St,2.576
May St & Taylor St,Prairie Ave & Garfield Blvd,6.86
May St & Taylor St,Paulina St & 18th St,1.507
May St & Taylor St,Normal Ave & Archer Ave,2.339
May St & Taylor St,St Clair St & Erie St,3.813
May St & Taylor St,Wells St & Ohio St,3.106
May St & Taylor St,Wells St & 19th St,2.233
May St & Taylor St,Milwaukee Ave & Rockwell St,5.179
May St & Taylor St,Racine Ave & Belmont Ave,6.413
May St & Taylor St,Southport Ave & Waveland Ave,6.736
May St & Taylor St,Southport Ave & Roscoe St,6.436
May St & Taylor St,Sheridan Rd & Montrose Ave,8.16
May St & Taylor St,Pine Grove Ave & Addison St,6.276
May St & Taylor St,Sangamon St & Washington Blvd,2.236
May St & Taylor St,Sedgwick St & Schiller St,4.042
May St & Taylor St,Ravenswood Ave & Montrose Ave,7.68
May St & Taylor St,Western Ave & Leland Ave,8.158
May St & Taylor St,Sheridan Rd & Irving Park Rd,7.674
May St & Taylor St,Morgan St & Polk St,0.377
May St & Taylor St,Ravenswood Ave & Irving Park Rd,7.203
May St & Taylor St,Shore Drive & 55th St,7.813
May St & Taylor St,Woodlawn Ave & 55th St,7.694
May St & Taylor St,Montrose Harbor,9.592
May St & Taylor St,Pine Grove Ave & Irving Park Rd,8.017
May St & Taylor St,Rhodes Ave & 32nd St,4.483
May St & Taylor St,Stetson Ave & South Water St,3.259
May St & Taylor St,Michigan Ave & 18th St,2.452
May St & Taylor St,Racine Ave & 15th St,0.63
